supplier_id,company_name,sector,city,company_size,founded_year,employee_count,vkn,supplier_annual_revenue_tl,annual_purchase_volume_tl,total_orders_last_year,late_orders_last_year,price_q1,price_q2,price_q3,price_q4,units_shipped_last_year,units_returned_last_year,contract_start_date,last_audit_date,payment_terms_days,iso_certified,overdue_debt_ratio,debt_to_revenue_ratio,payment_default_last_3y,has_export_documentation,requires_full_upfront_payment,site_visit_verified,exports_to_eu,has_emissions_reporting_capability,period,vkn_valid
SUP072,Erdoğan Akçay Makine İmalat Ltd. Şti.,Makine İmalat,Ankara,Small,2008,49,4327279560,42359688.15,3347539.31,47,3,114.18,126.88,119.27,104.26,704,97,2017-09-10,2025-03-06,90,,0.31,0.08,False,True,,True,False,False,2025-Q3,True
SUP014,Ergül Kimyasal Ürünler Ltd. Şti.,Kimya,,Small,,30,7981693409,67733356.47,7987743.56,14,8,,119.78,119.0,115.53,13170,859,2023-02-26,2024-11-24,90,True,0.2,0.48,False,True,False,False,False,False,2025-Q1,True
SUP004,Şafak Türk Lojistik Ltd. Şti.,Lojistik,Mersin,Small,1989,34,7978480182,48559044.46,7505234.47,41,16,274.0,275.11,274.86,251.33,5024,643,2018-03-04,2025-12-12,60,False,0.35,0.86,False,True,True,True,False,,2025-Q2,True
SUP019,Akar İnşaat Malzemeleri Ltd. Şti.,İnşaat Malzemeleri,İzmir,Small,2012,41,1656272985,72597068.78,13337081.9,34,8,241.8,215.02,276.13,307.02,12884,1835,2022-11-05,,30,False,0.15,0.25,,True,True,True,False,False,2025-Q4,True
SUP082,Gulen Gul Celik Tic.,Metal ve Çelik,İzmir,Small,1985,20,2765918019,99120972.85,,32,9,242.01,228.09,268.4,252.74,7263,840,2018-05-14,2024-10-27,45,False,0.1,0.36,False,True,False,True,False,True,2025-Q2,False
SUP080,Seven Ambalaj San. ve Tic. A.Ş.,Ambalaj,Konya,Medium,1978,184,1100623127,403807855.63,50154595.72,119,9,1066.61,1044.36,1265.65,1181.55,91406,5494,2022-09-20,2025-08-05,,True,0.09,0.26,False,True,False,True,False,False,2025-Q4,True
SUP050,Yılmaz Makine San. Tic. Ltd. Şti.,Makine İmalat,Şanlıurfa,Medium,,179,9805929621,703410436.07,62467886.94,125,25,166.21,156.34,143.68,156.56,73534,908,2019-05-20,2025-08-28,45,True,,0.65,True,True,False,True,False,True,2025-Q2,True
SUP072,Erdogan Akcay Makine İmalat Ltd. Şti.,Makine İmalat,Ankara,Small,2008,49,4327279560,42359688.15,3452574.53,47,3,115.96,135.93,125.38,106.6,695,83,2017-09-10,,90,False,0.37,0.07,False,True,,True,False,True,2025-Q4,True
SUP074,Yüksel Ambalaj Tic.,Ambalaj,Sakarya,Micro,2005,3,7567661829,4261512.74,1413010.59,26,10,151.27,136.13,146.77,148.73,2479,303,2017-11-24,2025-10-14,60,False,0.09,0.54,False,True,True,False,False,False,2025-Q3,True
SUP055,Aksu Duran Kimya Grup A.Ş.,Kimya,Sakarya,Large,1961,802,2704303056,3413617452.14,204716606.93,108,3,3967.46,3756.74,,3724.1,454440,57766,2023-01-20,2026-04-25,60,True,0.03,0.41,False,,False,True,True,True,2025-Q1,True
SUP051,İnönü Akçay Mobilya San. ve Tic. A.Ş.,Mobilya,Şanlıurfa,Medium,2005,99,6977468862,139323185.16,8498981.51,143,31,820.28,874.8,837.64,759.44,31697,5518,2021-03-04,2025-10-03,45,False,,0.33,False,True,False,True,False,True,2025-Q1,True
SUP005,Bilir Kimya Ltd. Şti.,Kimya,Manisa,Small,2018,10,6701543031,95843433.48,23248878.31,35,8,183.15,216.43,219.83,179.81,3355,352,2017-03-14,2024-11-21,30,True,0.23,0.07,False,True,True,True,False,False,2025-Q3,True
SUP020,Ülker Bilgin Kauçuk Tic.,Plastik ve Kauçuk,Kocaeli,Small,1986,44,1531003305,22212953.85,3231549.48,11,5,247.11,257.97,246.06,223.16,1904,184,2017-11-16,,45,False,,0.5,True,True,False,True,False,False,2025-Q3,True
SUP084,Akar Oto Yedek Parça Tic.,Otomotiv Yan Sanayi,Adana,Small,2009,15,5311426261,95937255.72,,32,3,307.29,340.34,328.99,295.66,9877,874,2020-12-03,2025-02-05,60,False,0.15,0.4,False,False,False,False,False,False,2025-Q4,True
SUP018,Arslan İcecek Ltd. Şti.,Gıda ve İçecek,Konya,Small,1990,18,3366316656,33327239.36,2555633.79,52,21,188.14,250.78,225.14,225.09,13884,1125,2018-01-12,2025-11-12,90,False,0.12,0.17,False,True,False,True,False,True,2025-Q3,False
SUP085,Şafak Kimyasal Ürünler Tic.,Kimya,Sakarya,Micro,2012,,9398262248,1471198.43,117311.43,19,4,156.08,164.58,156.35,144.97,3224,653,2024-04-28,2024-12-27,60,False,,0.49,False,True,False,True,False,False,2025-Q2,True
SUP059,Durdu Akca Ambalaj Tic.,Ambalaj,Manisa,Small,1996,33,9313037056,16664683.53,1132938.51,22,3,71.57,78.78,76.16,78.76,2509,526,2020-10-15,2026-07-23,60,False,0.32,0.39,False,True,False,True,False,False,2025-Q1,False
SUP049,Şafak Çelik San. Tic. Ltd. Şti.,Metal ve Çelik,Adana,Medium,1984,139,5629148653,797018309.72,83723331.02,87,17,481.14,451.36,437.03,453.25,47079,10258,2018-08-04,2025-04-25,45,False,0.13,0.48,False,True,False,True,False,False,2025-Q1,True
SUP066,Hançer Gülen Demir Çelik Ltd. Şti.,Metal ve Çelik,Adana,Micro,,3,9962309131,6045170.35,1842099.16,24,8,201.6,180.29,209.53,203.01,1123,22,2020-02-11,2026-03-17,30,False,0.21,0.63,False,True,True,True,False,,2025-Q3,True
SUP083,Bilge Sakarya Mobilya San. ve Tic. A.Ş.,Mobilya,Gaziantep,Medium,1985,,4968562187,166913253.93,21243255.11,102,18,102.16,95.99,,94.45,43455,10736,2022-06-19,2026-05-24,60,True,0.06,,False,True,True,False,False,False,2025-Q3,True
SUP022,Aslan Oto Yedek Parça San. ve Tic. A.Ş.,Otomotiv Yan Sanayi,Aydın,Medium,2012,118,6314737996,864618064.3,108186483.97,104,22,452.15,426.65,413.5,387.22,94874,360,2018-05-30,2025-07-02,90,True,,0.4,False,True,False,,False,False,2025-Q1,True
SUP059,Durdu Akca Ambalaj Tic.,Ambalaj,Manisa,Small,1996,33,9313237056,16664683.53,1100033.76,22,2,63.87,73.37,79.05,81.29,2377,479,2020-10-15,2026-07-23,,False,0.37,0.46,False,False,False,,False,,2025-Q4,True
SUP076,Yaman Gül İplik San. ve Tic. A.Ş.,Tekstil,Diyarbakır,Medium,1995,110,5283644089,495066530.34,43609049.37,71,16,109.55,110.77,119.22,101.14,109160,10829,2020-05-03,2025-11-02,45,False,0.07,0.39,False,True,False,True,False,False,2025-Q2,True
SUP022,Aslan Oto Yedek Parça San. ve Tic. A.Ş.,Otomotiv Yan Sanayi,Aydın,Medium,2012,118,6314737996,,,106,25,431.34,436.58,397.96,387.26,87580,436,2018-05-30,,90,True,0.08,0.51,True,True,False,False,False,False,2025-Q4,True
SUP022,Aslan Oto Yedek Parça San. ve Tic. A.Ş.,Otomotiv Yan Sanayi,Aydın,Medium,2012,118,6314737996,864618064.3,113147433.5,99,28,417.25,410.79,411.2,410.24,83164,363,2018-05-30,,90,True,0.07,0.48,True,,False,False,False,False,2025-Q3,True
SUP039,Zengin Gülen Mobilya San. Tic. Ltd. Şti.,Mobilya,Manisa,Medium,1975,120,3284210201,319212007.45,9880687.66,52,9,1014.23,1044.21,998.67,1187.09,17441,44,2023-12-25,2026-08-08,60,False,0.04,0.41,False,False,False,True,False,False,2025-Q4,True
SUP003,Korutürk Makine İmalat San. Tic. Ltd. Şti.,Makine İmalat,Kocaeli,Medium,1995,152,5139537675,671480459.38,50013621.05,141,48,130.13,148.92,157.72,154.82,89930,2192,2018-06-08,2026-02-17,45,True,,0.06,False,True,True,True,False,,2025-Q4,True
SUP054,Akar Manço Oto Yedek Parça San. Tic. Ltd. Şti.,Otomotiv Yan Sanayi,Gaziantep,Medium,2008,142,2888880672,637065138.54,8651233.95,51,20,1181.86,1015.09,1140.81,1106.79,125656,16644,2025-04-30,2025-12-27,30,,0.14,0.63,False,True,False,True,False,True,2025-Q4,True
SUP065,Duran Demir Çelik Ltd. Şti.,Metal ve Çelik,Tekirdağ,Small,2005,20,7949588879,,7180045.81,53,15,82.9,79.66,71.62,76.15,2615,399,2020-04-18,,60,False,,0.53,True,False,False,True,False,,2025-Q2,True
SUP046,Gul Celik Ltd. Şti.,Metal ve Çelik,Manisa,Micro,2002,9,2883552317,9237812.64,669310.91,9,4,177.1,166.05,180.4,163.38,4235,757,2016-11-20,,45,False,,0.43,False,False,False,True,False,False,2025-Q2,True
SUP067,Akcay İnsaat Malzemeleri Tic.,İnşaat Malzemeleri,Tekirdağ,Small,2014,44,6854973341,,,55,7,200.12,191.24,192.81,200.08,3950,475,2023-01-17,,60,,0.22,0.55,False,True,True,False,True,False,2025-Q2,True
SUP015,Eraslan Sezgin Nakliyat San. ve Tic. A.Ş.,Lojistik,Sakarya,Large,1976,2973,7299468043,7642121401.8,590429937.72,190,63,2228.27,2105.42,,2175.96,502072,14317,2022-07-18,2025-12-22,60,True,0.1,0.24,False,True,False,True,False,False,2025-Q2,True
SUP003,Korutürk Makine İmalat San. Tic. Ltd. Şti.,Makine İmalat,Kocaeli,Medium,1995,152,5139537675,671480459.38,53829800.88,124,43,143.93,146.74,160.51,160.57,98823,2738,2018-06-08,2026-02-17,45,True,0.12,,False,True,False,True,False,True,2025-Q2,True
SUP076,Yaman Gül İplik San. ve Tic. A.Ş.,Tekstil,Diyarbakır,Medium,,110,5283644089,495066530.34,45204429.81,76,12,123.02,110.41,110.02,100.99,114224,9474,2020-05-03,,45,False,0.05,0.32,False,True,False,True,False,False,2025-Q4,True
SUP045,Eraslan Mobilya Tic.,Mobilya,Kahramanmaraş,Small,1987,37,1715969661,95079167.85,22154178.21,15,2,90.76,90.96,94.87,111.42,558,20,2024-08-27,,60,True,0.08,0.29,False,True,,True,False,False,2025-Q3,True
SUP037,Durmus Duran Plastik Ltd. Şti.,Plastik ve Kauçuk,Bursa,Small,2004,36,2200471139,44292294.93,7857338.63,59,18,,102.92,111.0,100.5,12081,798,2020-11-20,,45,False,0.12,0.38,False,True,False,True,False,False,2025-Q2,True
SUP085,Şafak Kimyasal Ürünler Tic.,Kimya,Sakarya,Micro,2012,2,9398262248,1471198.43,121373.26,19,2,156.86,154.76,148.48,161.19,3447,620,2024-04-28,2024-12-27,60,False,0.31,0.38,False,True,False,True,False,False,2025-Q4,True
SUP021,Akdeniz Bilgin Otomotiv Tic.,Otomotiv Yan Sanayi,Manisa,Small,2010,22,2931491901,,3675063.21,46,5,207.07,220.22,196.98,183.0,4071,574,2021-08-13,,60,False,0.29,,False,True,False,True,False,False,2025-Q1,True
SUP019,Akar İnşaat Malzemeleri Ltd. Şti.,İnşaat Malzemeleri,İzmir,Small,2012,41,1656272985,72597068.78,13646682.35,32,8,247.76,,259.74,,12415,2056,2022-11-05,2025-12-02,30,False,0.19,,False,,True,,False,False,2025-Q3,True
SUP072,Erdoğan Akçay Makine İmalat Ltd. Şti.,Makine İmalat,Ankara,Small,2008,49,4327279560,42359688.15,3472925.41,46,3,119.37,126.15,131.32,109.46,687,135,2017-09-10,2025-03-06,90,False,0.25,0.11,,True,True,True,False,False,2025-Q1,True
SUP022,Aslan Oto Yedek Parça San. ve Tic. A.Ş.,Otomotiv Yan Sanayi,Aydın,Medium,2012,118,6314737996,864618064.3,108433648.1,97,27,435.18,,409.17,401.38,91339,379,2018-05-30,,,True,0.09,0.41,False,True,False,False,False,False,2025-Q2,True
SUP016,Ertaş Duran Mobilya San. Tic. Ltd. Şti.,Mobilya,Van,Medium,1990,222,5332003793,497943819.37,18926442.82,119,32,571.9,538.15,596.77,578.5,59969,8779,2017-06-06,2026-03-30,30,False,0.1,0.45,False,True,False,True,False,False,2025-Q4,True
SUP018,Arslan İçecek Ltd. Şti.,Gıda ve İçecek,Konya,Small,1990,18,3362316656,33327239.36,2771899.9,56,20,184.6,237.8,238.59,218.76,15319,919,2018-01-12,2025-11-12,90,False,0.17,0.19,False,True,False,True,False,True,2025-Q2,True
