supplier_id,company_name,sector,city,company_size,founded_year,employee_count,vkn,supplier_annual_revenue_tl,annual_purchase_volume_tl,total_orders_last_year,late_orders_last_year,price_q1,price_q2,price_q3,price_q4,units_shipped_last_year,units_returned_last_year,contract_start_date,last_audit_date,payment_terms_days,iso_certified,overdue_debt_ratio,debt_to_revenue_ratio,payment_default_last_3y,has_export_documentation,requires_full_upfront_payment,site_visit_verified,exports_to_eu,has_emissions_reporting_capability,period
SUP036,Eraslan Yaman Oto Yedek Parça San. ve Tic. A.Ş.,Otomotiv Yan Sanayi,Denizli,orta,1982,169.0,2236851603,"258.076.063,40","6.617.692,11",93,3.0,"961,63","862,49","901,91",898.44,59013,7603.0,2024-07-01,29-12-24,60.0,false,"0,15",,hayır,EVET,No,EVET,0,false,2025-Q4
SUP054,Akar Manço Oto Yedek Parça San. Tic. Ltd. Şti.,otomotiv yan sanayi,Gaziantep,ORTA,2008,142.0,2888880672,637065138.54,8127709.75,55,18.0,1224.12,1117.42,1187.34,,114269,25175.0,30.04.2025,2025-12-27,,HAYIR,"0,15",0.69,HAYIR,Evet,false,1,,,2025-Q2
SUP063,Aksu Eraslan Gıda Tic.,Gıda ve İçecek,Bursa,Küçük,2016,,8016873396,"44.573.485,02",7371698.35,16,7.0,"130,72","134,88",134.31,138.23,1329,88.0,11-10-24,11-11-25,60.0,Yes,"0,27",0.18,false,EVET,EVET,Yes,false,,2025-Q1
SUP051,İnönü Akçay Mobilya San. ve Tic. A.Ş.,MOBILYA,şanlıurfa,orta,2005,99.0,6967468862,"139.323.185,16",,138,34.0,"854,33",926.92,775.44,707.00,32528,6679.0,2021-03-04,2025-10-03,45.0,Hayır,0.12,"0,32",Hayır,Yes,,1,0,Evet,2025-Q2
SUP044,Kısakürek Tevetoğlu Çelik Tic.,Metal ve Çelik,  Sakarya  ,KÜÇÜK,2002.0,23.0,9156149784,94726668.16,14018921.75,30,3.0,"147,16",,"134,25",152.63,12654,2326.0,09.10.2017,05.07.2025,60.0,true,"0,15","0,51",,Hayır,HAYIR,0,false,,2025-Q2
SUP009,Bilge Ambalaj San. ve Tic. A.S.,ambalaj,ADANA,ORTA,,178.0,9208121918,757454785.67,90645079.27,76,,779.26,777.65,732.71,"775,67",65444,10285.0,2021-06-04,31/05/2026,45.0,hayır,"0,13",0.29,HAYIR,true,false,,EVET,0,2025-Q1
SUP065,Duran Demir Celik Ltd. Sti.,METAL VE ÇELIK,Tekirdag,KÜÇÜK,2005,20.0,7949588809,55821026.46,7815900.41,58,16.0,80.77,81.30,"75,84",71.32,2863,342.0,18/04/2020,01/09/2026,60.0,hayır,0.13,0.47,Yes,Hayır,No,Evet,No,No,2025-Q1
SUP015,Eraslan Sezgin Nakliyat San. ve Tic. A.Ş.,Lojistik,Sakarya,Large,1976.0,2973.0,7299468043,"7.642.121.401,80",565958806.99,200,60.0,2186.51,,"2.166,48",2168.06,461913,16802.0,18.07.2022,22.12.2025,60.0,EVET,0.11,,Hayır,true,No,true,hayır,HAYIR,2025-Q1
SUP072,Erdoğan Akçay Makine İmalat Ltd. Şti.,Makine İmalat,Ankara,küçük,2008,49.0,4327279560,42359688.15,"3.479.837,96",46,3.0,115.75,122.91,127.81,"103,65",688,109.0,10-09-17,06.03.2025,90.0,HAYIR,"0,31",,No,evet,,1,Hayır,,2025-Q2
SUP041,i̇nönü gıda ltd. şti.,  Gıda ve İçecek  ,i̇stanbul,Küçük,2011,31.0,8661565458,"66.976.905,19",10089294.87,14,,120.25,115.16,"110,30","125,90",2567,143.0,2025-02-01,2024-11-19,45.0,No,0.25,,,1,false,,false,evet,2025-Q1
SUP057,İhsanoğlu Arsoy Oto Yedek Parça Tic.,Otomotiv Yan Sanayi,Şanlıurfa,KÜÇÜK,1988.0,14.0,7582029704,"50.132.418,68",9749492.10,28,14.0,138.41,138.45,143.83,"122,58",12076,1817.0,09.01.2017,05/12/2024,45.0,evet,"0,25","0,43",No,Yes,1,,Hayır,hayır,2025-Q4
SUP066,Hancer Gulen Demir Celik Ltd. Sti.,  Metal ve Çelik  ,Adana,mikro,2015,3.0,9962309131,"6.045.170,35","1.974.579,87",25,7.0,200.10,182.90,"200,47",199.29,1035,19.0,11/02/2020,,30.0,0,0.21,"0,60",hayır,1,evet,1,EVET,false,2025-Q4
SUP047,Akgündüz İçecek Tic.,Gıda ve İçecek,  Ankara  ,MİKRO,2015,8.0,5490581475,"7.842.056,85","1.541.626,51",28,5.0,37.73,"36,78",35.60,39.22,778,122.0,22/08/2018,21.02.2026,90.0,true,"0,11",0.32,false,1,HAYIR,true,false,,2025-Q3
SUP041,Inonu Gida Ltd. Sti.,GIDA VE İÇECEK,İstanbul,Small,2011.0,31.0,8661565458,"66.976.905,19","10.919.796,93",14,4.0,126.13,"104,71",104.20,115.98,2764,86.0,2025-02-01,,45.0,HAYIR,"0,25",0.24,false,1,0,true,hayır,Evet,2025-Q4
SUP067,akçay i̇nşaat malzemeleri tic.,İnşaat Malzemeleri,Tekirdağ,Küçük,2014,44.0,6854973341,"79.747.507,16",20858460.36,57,6.0,205.10,197.47,"177,42",199.34,3660,410.0,2023-01-17,,60.0,hayır,,"0,62",0,Evet,EVET,,Yes,Hayır,2025-Q3
SUP038,Zengin Makine Imalat Ltd. Sti.,Makine Imalat,  Bursa  ,Küçük,2008.0,16.0,6850643170,"76.804.211,33",4388140.61,47,19.0,182.45,201.17,"190,11",177.33,8455,934.0,28-02-21,2026-04-13,30.0,0,0.12,,hayır,HAYIR,HAYIR,Evet,false,true,2025-Q3
SUP043,tarhan şafak elektrik tic.,Elektronik,kayseri,KÜÇÜK,1985,21.0,3961201837,79068927.87,12177413.61,36,9.0,"242,00","218,62","217,93","215,61",14828,951.0,01/06/2019,2026-05-18,90.0,HAYIR,"0,18","0,65",hayır,Evet,evet,true,No,hayır,2025-Q3
SUP055,AKSU DURAN KIMYA GRUP A.Ş.,Kimya,  Sakarya  ,Büyük,1961,802.0,2704303056,3413617452.14,"264.335.671,32",98,4.0,4281.26,3657.60,"4.218,79",3599.76,512091,52104.0,,25-04-26,60.0,Yes,0.02,0.34,Hayır,Yes,Hayır,,EVET,true,2025-Q4
SUP082,  Gülen Gül Çelik Tic.  ,Metal ve Çelik,  İzmir  ,Küçük,1985,20.0,2765918039,99120972.85,8370598.79,33,8.0,"261,01","210,98",264.29,,7623,735.0,14-05-18,,45.0,0,"0,12",0.28,Yes,1,false,1,0,,2025-Q3
SUP077,  Çetin Güçlü Ambalaj Tic.  ,ambalaj,Adana,küçük,2014,13.0,9668825348,"70.420.827,23",14498710.23,11,6.0,358.70,"372,16","376,71","376,61",5547,356.0,,2025-03-17,45.0,No,0.13,1.09,Hayır,1,Yes,Yes,EVET,false,2025-Q4
SUP056,Hayrioğlu Soylu Nakliyat Grup A.Ş.,Lojistik,denizli,Large,1961,2282.0,8584161691,5528303491.61,"161.095.655,72",311,92.0,259.96,"300,65","296,73","334,56",385588,400.0,13-09-16,19.12.2025,45.0,Yes,0.23,0.45,HAYIR,EVET,false,,0,1,2025-Q4
SUP015,Eraslan Sezgin Nakliyat San. ve Tic. A.Ş.,LOJISTIK,Sakarya,Large,1976.0,2973.0,7299868043,"7.642.121.401,80","644.666.586,67",208,52.0,2087.44,"2.119,38",,2287.63,510916,10910.0,18/07/2022,22/12/2025,60.0,evet,0.10,0.20,Hayır,1,No,EVET,,Hayır,2025-Q4
SUP032,aslan erdoğan i̇plik san. ve tic. a.ş.,tekstil,Istanbul,Medium,1981,184.0,8026217457,"922.087.151,04","58.551.545,02",85,6.0,547.56,516.74,525.77,"572,05",116263,9663.0,22.01.2022,18/07/2025,90.0,false,"0,34",0.20,hayır,0,No,EVET,Evet,EVET,2025-Q3
SUP077,  Çetin Güçlü Ambalaj Tic.  ,Ambalaj,Adana,Küçük,2014.0,13.0,9668826348,"70.420.827,23",15538294.02,13,,350.73,"370,06",406.76,"389,02",6009,,25/09/2024,,45.0,No,0.11,"0,92",,true,1,Yes,,false,2025-Q2
SUP044,Kısakürek Tevetoğlu Çelik Tic.,Metal ve Çelik,Sakarya,küçük,2002.0,23.0,9156149784,"94.726.668,16",,29,3.0,143.68,139.83,141.46,,12322,,2017-10-09,05/07/2025,60.0,,0.17,"0,57",false,hayır,0,hayır,,No,2025-Q1
SUP048,ŞENSOY ŞAMA KIMYA TIC.,  Kimya  ,Ankara,Küçük,1994.0,13.0,8151820371,86976403.43,"12.835.254,03",14,2.0,365.17,367.41,"365,34",359.68,11876,629.0,25/03/2021,29/04/2026,90.0,HAYIR,"0,12","0,37",HAYIR,Evet,0,evet,hayır,false,2025-Q3
SUP021,Akdeniz Bilgin Otomotiv Tic.,Otomotiv Yan Sanayi,Manisa,Small,,22.0,2931491901,33061932.69,3894763.17,45,6.0,"227,91","225,94","190,84",168.18,3764,752.0,13-08-21,2024-11-10,60.0,No,0.25,0.53,0,EVET,0,EVET,HAYIR,No,2025-Q3
SUP005,BILIR KIMYA LTD. ŞTI.,Kimya,Manisa,küçük,2018,10.0,6701543031,"95.843.433,48","22.350.649,66",33,10.0,"188,82","231,28",229.92,171.85,3415,295.0,14/03/2017,2024-11-21,30.0,Yes,"0,26",0.05,hayır,Yes,Yes,EVET,No,hayır,2025-Q4
SUP021,  Akdeniz Bilgin Otomotiv Tic.  ,Otomotiv Yan Sanayi,MANISA,Küçük,2010,22.0,2931491901,33061932.69,"4.018.232,60",46,5.0,"216,86","210,62",181.97,"174,01",3931,679.0,13-08-21,10-11-24,60.0,,0.26,"0,63",No,evet,Hayır,Yes,0,hayır,2025-Q2
SUP054,  Akar Manço Oto Yedek Parça San. Tic. Ltd. Şti.  ,Otomotiv Yan Sanayi,,Orta,2008,142.0,2888880672,637065138.54,7836505.98,54,17.0,1134.67,1155.27,1102.99,"1.098,75",119666,24372.0,30/04/2025,27-12-25,30.0,HAYIR,0.13,"0,94",No,1,Hayır,Evet,hayır,EVET,2025-Q1
SUP002,yaman korutürk oto yedek parça san. tic. ltd. şti.,otomotiv yan sanayi,kocaeli,orta,1989,247.0,5141647525,862744929.71,"81.548.069,45",51,19.0,"156,06","156,01",153.86,"157,45",59797,,2020-11-09,02.03.2025,60.0,true,0.05,,hayır,evet,0,true,0,,2025-Q1
SUP050,Yılmaz Makine San. Tic. Ltd. Şti.,MAKINE İMALAT,  Şanlıurfa  ,orta,1981.0,179.0,9805929621,"703.410.436,07","57.108.759,48",127,25.0,"167,36","150,97","145,78",152.78,78995,922.0,2019-05-20,28.08.2025,45.0,1,"0,09","0,58",true,true,Hayır,Yes,0,evet,2025-Q1
SUP081,  Gül Yorulmaz Konfeksiyon Ltd. Şti.  ,TEKSTIL,samsun,Küçük,2012.0,21.0,2182339848,"65.486.742,50",8926164.79,49,2.0,"241,61",243.44,258.46,"238,04",10948,828.0,2024-08-20,,60.0,false,0.18,"0,41",0,No,HAYIR,HAYIR,Hayır,,2025-Q1
SUP036,Eraslan Yaman Oto Yedek Parça San. ve Tic. A.Ş.,OTOMOTIV YAN SANAYI,Denizli,Medium,,169.0,2236851603,"258.076.063,40",,88,3.0,"951,73","801,23","878,05","922,30",58742,6910.0,01.07.2024,,60.0,HAYIR,0.13,"0,38",No,1,false,1,0,Hayır,2025-Q3
SUP035,çamurcuoğlu şensoy yapı tic.,  İnşaat Malzemeleri  ,ANKARA,MİKRO,2007,,4394210472,"5.933.265,58","1.319.816,83",20,1.0,56.22,"50,72",52.40,"58,71",973,164.0,04.06.2023,29.07.2026,30.0,No,0.24,"0,99",No,Hayır,false,Yes,hayır,0,2025-Q1
SUP009,Bilge Ambalaj San. ve Tic. A.Ş.,  Ambalaj  ,Adana,Orta,2005,178.0,9208121918,"757.454.785,67","85.300.222,52",82,6.0,"712,63","932,88","645,17","874,72",56089,5901.0,04/06/2021,31.05.2026,,hayır,0.08,"0,24",No,Evet,hayır,Yes,Yes,Yes,2025-Q4
SUP007,Akar Demirel Makine İmalat Ltd. Şti.,Makine İmalat,Balıkesir,mikro,2013,4.0,2165667019,,"3.012.911,23",26,16.0,"53,51","52,67","49,86","49,73",577,44.0,21/02/2017,,30.0,No,"0,21","0,35",evet,false,false,Hayır,hayır,0,2025-Q2
SUP053,ŞENER OTOMOTIV LTD. ŞTI.,otomotiv yan sanayi,Çorum,Small,1994.0,45.0,9614341038,23144437.61,889364.41,55,13.0,"146,18",137.94,"143,28","145,65",11148,758.0,08.10.2021,25-06-26,90.0,hayır,0.13,0.46,false,1,No,1,,false,2025-Q1
SUP010,Sezgin Mobilya Holding A.Ş.,Mobilya,konya,büyük,1998,547.0,1799118380,"5.335.670.572,32",155525824.47,232,12.0,"2.521,99","2.549,26",,2917.64,626547,123013.0,20-10-16,22/04/2026,60.0,1,"0,09",0.29,HAYIR,1,No,Evet,true,false,2025-Q4
SUP072,Erdoğan Akçay Makine İmalat Ltd. Şti.,makine i̇malat,Ankara,Küçük,2008,49.0,4327279560,42359688.15,3347539.31,47,3.0,114.18,126.88,119.27,104.26,704,97.0,2017-09-10,06/03/2025,90.0,,"0,31",0.08,hayır,EVET,,EVET,hayır,0,2025-Q3
SUP014,  Ergül Kimyasal Ürünler Ltd. Şti.  ,  Kimya  ,,KÜÇÜK,,30.0,7981693409,67733356.47,"7.987.743,56",14,8.0,,"119,78",119.00,"115,53",13170,859.0,26.02.2023,2024-11-24,90.0,Yes,"0,20","0,48",No,evet,No,0,0,0,2025-Q1
SUP004,şafak türk lojistik ltd. şti.,LOJISTIK,  Mersin  ,Small,1989,34.0,7978480182,"48.559.044,46",7505234.47,41,16.0,"274,00",275.11,"274,86",251.33,5024,643.0,04.03.2018,12/12/2025,60.0,hayır,"0,35","0,86",0,EVET,Evet,EVET,HAYIR,,2025-Q2
SUP019,Akar İnşaat Malzemeleri Ltd. Şti.,Insaat Malzemeleri,i̇zmir,Küçük,2012,41.0,1656272985,"72.597.068,78","13.337.081,90",34,8.0,"241,80",215.02,276.13,"307,02",12884,1835.0,2022-11-05,,30.0,No,0.15,0.25,,EVET,1,evet,Hayır,No,2025-Q4
SUP082,Gulen Gul Celik Tic.,METAL VE ÇELIK,İZMIR,KÜÇÜK,1985,20.0,2765918019,99120972.85,,32,9.0,"242,01",228.09,268.40,"252,74",7263,840.0,14-05-18,27/10/2024,45.0,hayır,"0,10",0.36,Hayır,Yes,HAYIR,true,0,Yes,2025-Q2
SUP080,Seven Ambalaj San. ve Tic. A.Ş.,Ambalaj,Konya,ORTA,1978,184.0,1100623127,"403.807.855,63","50.154.595,72",119,9.0,1066.61,1044.36,"1.265,65","1.181,55",91406,5494.0,20/09/2022,2025-08-05,,true,0.09,0.26,false,Yes,hayır,EVET,No,Hayır,2025-Q4
SUP050,yılmaz makine san. tic. ltd. şti.,Makine İmalat,Şanlıurfa,ORTA,,179.0,9805929621,"703.410.436,07",62467886.94,125,25.0,"166,21",156.34,143.68,"156,56",73534,908.0,20.05.2019,28.08.2025,45.0,evet,,0.65,Evet,true,hayır,Evet,Hayır,Evet,2025-Q2
SUP072,Erdogan Akcay Makine Imalat Ltd. Sti.,Makine İmalat,Ankara,küçük,2008,49.0,4327279560,"42.359.688,15",3452574.53,47,3.0,115.96,135.93,125.38,106.60,695,83.0,10/09/2017,,90.0,false,0.37,"0,07",HAYIR,Yes,,evet,0,true,2025-Q4
SUP074,Yüksel Ambalaj Tic.,Ambalaj,sakarya,Micro,2005.0,3.0,7567661829,4261512.74,"1.413.010,59",26,10.0,151.27,"136,13",146.77,"148,73",2479,303.0,24-11-17,14-10-25,60.0,HAYIR,0.09,0.54,0,1,evet,hayır,No,HAYIR,2025-Q3
SUP055,aksu duran kimya grup a.ş.,Kimya,Sakarya,büyük,1961,802.0,2704303056,"3.413.617.452,14","204.716.606,93",108,3.0,"3.967,46","3.756,74",,"3.724,10",454440,57766.0,20-01-23,25-04-26,60.0,1,"0,03",0.41,Hayır,,HAYIR,1,Evet,Evet,2025-Q1
SUP051,İnönü Akçay Mobilya San. ve Tic. A.Ş.,Mobilya,  Şanlıurfa  ,orta,2005,99.0,6977468862,139323185.16,"8.498.981,51",143,31.0,"820,28",874.80,837.64,759.44,31697,5518.0,04-03-21,2025-10-03,45.0,0,,0.33,0,Yes,HAYIR,Yes,Hayır,evet,2025-Q1
SUP005,bilir kimya ltd. şti.,Kimya,Manisa,küçük,2018,10.0,6701543031,95843433.48,23248878.31,35,8.0,183.15,"216,43","219,83",179.81,3355,352.0,14/03/2017,21.11.2024,30.0,EVET,"0,23","0,07",Hayır,true,1,Evet,false,Hayır,2025-Q3
SUP020,Ülker Bilgin Kauçuk Tic.,  Plastik ve Kauçuk  ,Kocaeli,Small,1986,44.0,1531003305,22212953.85,3231549.48,11,5.0,247.11,"257,97",246.06,223.16,1904,184.0,16.11.2017,,45.0,false,,0.50,EVET,EVET,Hayır,true,hayır,false,2025-Q3
SUP084,AKAR OTO YEDEK PARÇA TIC.,Otomotiv Yan Sanayi,  Adana  ,Small,2009,15.0,5311426261,"95.937.255,72",,32,3.0,"307,29",340.34,328.99,295.66,9877,874.0,03/12/2020,05-02-25,60.0,hayır,"0,15",0.40,hayır,0,HAYIR,Hayır,Hayır,0,2025-Q4
SUP018,Arslan Icecek Ltd. Sti.,Gıda ve İçecek,KONYA,KÜÇÜK,1990,18.0,3366316656,"33.327.239,36",2555633.79,52,21.0,188.14,250.78,"225,14","225,09",13884,1125.0,12.01.2018,2025-11-12,90.0,HAYIR,"0,12","0,17",Hayır,1,hayır,true,0,Yes,2025-Q3
SUP085,Şafak Kimyasal Ürünler Tic.,  Kimya  ,sakarya,Mikro,2012,,9398262248,"1.471.198,43",117311.43,19,4.0,156.08,164.58,"156,35","144,97",3224,653.0,28/04/2024,2024-12-27,60.0,Hayır,,0.49,HAYIR,true,hayır,Evet,0,HAYIR,2025-Q2
SUP059,Durdu Akca Ambalaj Tic.,Ambalaj,manisa,Small,1996.0,33.0,9313037056,"16.664.683,53",1132938.51,22,3.0,71.57,"78,78",76.16,78.76,2509,526.0,15/10/2020,23.07.2026,60.0,HAYIR,0.32,"0,39",No,Yes,hayır,1,No,Hayır,2025-Q1
SUP049,ŞAFAK ÇELIK SAN. TIC. LTD. ŞTI.,Metal ve Çelik,ADANA,ORTA,1984.0,139.0,5629148653,"797.018.309,72","83.723.331,02",87,17.0,481.14,451.36,"437,03",453.25,47079,10258.0,04-08-18,25-04-25,45.0,No,"0,13","0,48",HAYIR,EVET,false,Evet,false,false,2025-Q1
SUP066,Hançer Gülen Demir Çelik Ltd. Şti.,METAL VE ÇELIK,ADANA,MİKRO,,3.0,9962309131,"6.045.170,35","1.842.099,16",24,8.0,"201,60",180.29,209.53,"203,01",1123,22.0,11.02.2020,17.03.2026,30.0,false,0.21,0.63,false,Evet,true,1,false,,2025-Q3
SUP083,bilge sakarya mobilya san. ve tic. a.ş.,Mobilya,Gaziantep,Orta,1985.0,,4968562187,166913253.93,"21.243.255,11",102,18.0,102.16,"95,99",,"94,45",43455,10736.0,19-06-22,24-05-26,60.0,Evet,0.06,,false,evet,true,0,No,HAYIR,2025-Q3
SUP022,Aslan Oto Yedek Parça San. ve Tic. A.Ş.,otomotiv yan sanayi,Aydin,Medium,2012.0,118.0,6314737996,864618064.30,"108.186.483,97",104,22.0,452.15,426.65,413.50,"387,22",94874,360.0,2018-05-30,02/07/2025,90.0,1,,0.40,false,1,false,,No,hayır,2025-Q1
SUP059,Durdu Akca Ambalaj Tic.,  Ambalaj  ,Manisa,Small,1996,33.0,9313237056,16664683.53,"1.100.033,76",22,2.0,"63,87",73.37,"79,05",81.29,2377,479.0,15.10.2020,2026-07-23,,false,0.37,0.46,HAYIR,hayır,No,,No,,2025-Q4
SUP076,YAMAN GÜL İPLIK SAN. VE TIC. A.Ş.,tekstil,Diyarbakır,Medium,1995,110.0,5283644089,495066530.34,43609049.37,71,16.0,109.55,"110,77",119.22,101.14,109160,10829.0,03.05.2020,02.11.2025,45.0,hayır,"0,07","0,39",0,1,hayır,true,false,No,2025-Q2
SUP022,Aslan Oto Yedek Parça San. ve Tic. A.Ş.,OTOMOTIV YAN SANAYI,Aydın,ORTA,2012.0,118.0,6314737996,,,106,25.0,431.34,"436,58",397.96,"387,26",87580,436.0,2018-05-30,,90.0,1,"0,08",0.51,Yes,Yes,0,Hayır,No,No,2025-Q4
SUP022,aslan oto yedek parça san. ve tic. a.ş.,OTOMOTIV YAN SANAYI,AYDIN,orta,2012.0,118.0,6314737996,864618064.30,"113.147.433,50",99,28.0,"417,25",410.79,"411,20",410.24,83164,363.0,30/05/2018,,90.0,1,0.07,"0,48",evet,,0,HAYIR,Hayır,Hayır,2025-Q3
SUP039,Zengin Gülen Mobilya San. Tic. Ltd. Şti.,MOBILYA,manisa,ORTA,1975,120.0,3284210201,"319.212.007,45","9.880.687,66",52,9.0,1014.23,1044.21,998.67,"1.187,09",17441,44.0,25/12/2023,2026-08-08,60.0,0,"0,04",0.41,Hayır,hayır,0,Evet,0,0,2025-Q4
SUP003,Korutürk Makine İmalat San. Tic. Ltd. Şti.,Makine İmalat,Kocaeli,Orta,1995,152.0,5139537675,"671.480.459,38","50.013.621,05",141,48.0,"130,13",148.92,157.72,"154,82",89930,2192.0,2018-06-08,2026-02-17,45.0,1,,0.06,Hayır,Yes,Yes,EVET,hayır,,2025-Q4
SUP054,Akar Manço Oto Yedek Parça San. Tic. Ltd. Şti.,Otomotiv Yan Sanayi,gaziantep,orta,2008,142.0,2888880672,637065138.54,"8.651.233,95",51,20.0,"1.181,86","1.015,09",1140.81,"1.106,79",125656,16644.0,30-04-25,27/12/2025,30.0,,"0,14","0,63",0,evet,0,true,Hayır,Yes,2025-Q4
SUP065,DURAN DEMIR ÇELIK LTD. ŞTI.,metal ve çelik,Tekirdağ,Küçük,2005.0,20.0,7949588879,,"7.180.045,81",53,15.0,82.90,"79,66","71,62","76,15",2615,399.0,18.04.2020,,60.0,Hayır,,"0,53",1,Hayır,hayır,EVET,0,,2025-Q2
SUP046,Gul Celik Ltd. Sti.,metal ve çelik,MANISA,Mikro,2002,9.0,2883552317,"9.237.812,64","669.310,91",9,4.0,"177,10",166.05,180.40,"163,38",4235,757.0,20-11-16,,45.0,HAYIR,,"0,43",hayır,false,HAYIR,true,false,false,2025-Q2
SUP067,Akcay Insaat Malzemeleri Tic.,İnşaat Malzemeleri,tekirdağ,küçük,2014,44.0,6854973341,,,55,7.0,"200,12",191.24,192.81,"200,08",3950,475.0,17.01.2023,,60.0,,0.22,0.55,No,true,true,0,EVET,false,2025-Q2
SUP015,Eraslan Sezgin Nakliyat San. ve Tic. A.Ş.,Lojistik,Sakarya,büyük,1976,2973.0,7299468043,"7.642.121.401,80",590429937.72,190,63.0,2228.27,"2.105,42",,"2.175,96",502072,14317.0,2022-07-18,22/12/2025,60.0,Evet,"0,10","0,24",false,evet,false,true,false,false,2025-Q2
SUP003,Korutürk Makine İmalat San. Tic. Ltd. Şti.,MAKINE İMALAT,Kocaeli,ORTA,1995,152.0,5139537675,671480459.38,"53.829.800,88",124,43.0,"143,93","146,74","160,51","160,57",98823,2738.0,08-06-18,17.02.2026,45.0,Evet,0.12,,0,1,false,EVET,HAYIR,1,2025-Q2
SUP076,YAMAN GÜL İPLIK SAN. VE TIC. A.Ş.,Tekstil,Diyarbakır,orta,,110.0,5283644089,"495.066.530,34","45.204.429,81",76,12.0,"123,02",110.41,110.02,"100,99",114224,9474.0,03/05/2020,,45.0,No,0.05,0.32,hayır,Yes,hayır,EVET,0,hayır,2025-Q4
SUP045,ERASLAN MOBILYA TIC.,Mobilya,  Kahramanmaraş  ,Küçük,1987.0,37.0,1715969661,"95.079.167,85","22.154.178,21",15,2.0,"90,76","90,96",94.87,111.42,558,20.0,27-08-24,,60.0,Yes,0.08,0.29,0,Evet,,Yes,0,false,2025-Q3
SUP037,Durmus Duran Plastik Ltd. Sti.,  Plastik ve Kauçuk  ,Bursa,Small,2004.0,36.0,2200471139,"44.292.294,93","7.857.338,63",59,18.0,,"102,92",111.00,"100,50",12081,798.0,20/11/2020,,45.0,0,"0,12","0,38",false,1,HAYIR,evet,0,Hayır,2025-Q2
SUP085,Şafak Kimyasal Ürünler Tic.,Kimya,  Sakarya  ,Mikro,2012.0,2.0,9398262248,"1.471.198,43","121.373,26",19,2.0,"156,86",154.76,148.48,161.19,3447,620.0,28.04.2024,27-12-24,60.0,No,0.31,0.38,HAYIR,1,false,Evet,false,Hayır,2025-Q4
SUP021,Akdeniz Bilgin Otomotiv Tic.,Otomotiv Yan Sanayi,Manisa,Küçük,2010.0,22.0,2931491901,,"3.675.063,21",46,5.0,"207,07",220.22,196.98,183.00,4071,574.0,13.08.2021,,60.0,0,"0,29",,No,EVET,0,Yes,0,0,2025-Q1
SUP019,akar i̇nşaat malzemeleri ltd. şti.,İnşaat Malzemeleri,İzmir,Small,2012,41.0,1656272985,"72.597.068,78",13646682.35,32,8.0,247.76,,"259,74",,12415,2056.0,05/11/2022,02/12/2025,30.0,No,0.19,,No,,EVET,,No,hayır,2025-Q3
SUP072,ERDOĞAN AKÇAY MAKINE İMALAT LTD. ŞTI.,Makine İmalat,Ankara,küçük,2008,49.0,4327279560,42359688.15,"3.472.925,41",46,3.0,"119,37",126.15,"131,32","109,46",687,135.0,10.09.2017,06.03.2025,90.0,hayır,"0,25","0,11",,1,Evet,1,No,No,2025-Q1
SUP022,ASLAN OTO YEDEK PARÇA SAN. VE TIC. A.Ş.,Otomotiv Yan Sanayi,  Aydın  ,Orta,2012,118.0,6314737996,"864.618.064,30",108433648.10,97,27.0,435.18,,409.17,401.38,91339,379.0,2018-05-30,,,EVET,"0,09","0,41",Hayır,Evet,HAYIR,false,No,false,2025-Q2
SUP016,Ertaş Duran Mobilya San. Tic. Ltd. Şti.,Mobilya,Van,Orta,1990,222.0,5332003793,"497.943.819,37","18.926.442,82",119,32.0,"571,90","538,15",596.77,578.50,59969,8779.0,06-06-17,30/03/2026,30.0,Hayır,"0,10","0,45",hayır,Yes,false,evet,0,false,2025-Q4
SUP018,  Arslan İçecek Ltd. Şti.  ,Gıda ve İçecek,Konya,Küçük,1990,18.0,3362316656,33327239.36,"2.771.899,90",56,20.0,184.60,"237,80","238,59",218.76,15319,919.0,2018-01-12,12-11-25,90.0,No,"0,17","0,19",Hayır,evet,No,1,0,Yes,2025-Q2
